term_lang,word,conv_def,slang_def
RU,уебать,To remove.,To beat the shit out of someone.
RU,уебать,to hit hard; to strike,To hit hard; to beat up; to smash.
RU,ужос,Horror,OMG! Shocking surprise or horror.
RU,узкоглазы,narrow-eyed,"Chink, slit-eyes, ethnic slur for Asians, alluding to the shape of their eyes."
RU,"укропы, укры",Dill (a type of herb used in cooking),A derogatory term used by pro-Russian individuals to refer to pro-Western Ukrainians or supporters of the Kiev government.
RU,укурок,Cigarette butt,Pothead.
RU,улёт,Flight away; departure (by flying).,Awesome
RU,упаковка,Packaging,Police car
RU,упиздить,To take away; to steal.,To beat the crap out of.
RU,урод,A deformed or malformed person or creature.,"Freak, ugly person, jerk."
RU,урюк,Dried apricot,Ethnic slur for Central Asians.
RU,усраться,To defecate on oneself.,To freak out or be extremely surprised/shocked.
RU,устаканить,To settle; to stabilize.,To settle things down.
RU,ухуярить,To hit hard; to strike forcefully.,"To get the hell out, to bail, to take off quickly."
RU,учаснег,Participant,Participant (often used humorously or mockingly)
RU,Фашингтон,Washington (the capital city of the United States),"Washington (used insultingly to refer to the US capital, combining ""Washington"" with ""fascist"" to portray the USA as an enemy, especially by aggressive pro-Putin supporters)"
RU,феня,Hair dryer,"Jive, prison talk, thieves’ jargon."
RU,фея,Fairy,Prostitute
RU,фиг,Fig (the fruit of the fig tree),"A gesture of contempt (like giving the finger); a euphemism for ""dick."""
RU,фиг (на ~),Fig (a type of fruit),"Why, what for."
RU,фиг (по ~),Fig (the fruit of the fig tree),Don’t give a damn.
RU,фига,Fig (the fruit),"Penis; an obscene hand gesture similar to ""flipping the bird"" (the fig sign: fist with thumb between the index and middle fingers)."
RU,фиганутый,"Struck, hit, thrown.","Crazy, nuts, out of one's mind."
RU,фигня,"Nonsense, trifle, something insignificant.","Crap, nonsense, or some unimportant stuff."
RU,фиговина,Fig (the fruit of the fig tree).,"Thingamajig, whatchamacallit, some random thing."
RU,фиговый,Fig (relating to the fig tree or fig fruit),"Rotten, worthless, useless."
RU,финики,Dates (fruit),Nickname for Finns based on similar pronunciation.
RU,финтифлюшка,A small decorative object or trinket.,"Bling, trinket, knick-knack, or a flashy but cheap accessory."
RU,финтифлюшка,A trinket or a knick-knack.,A ditzy or superficial girl; airhead.
RU,фиолетово,Violet (the color).,Don't care.
RU,форточки,Ventilation window panes (small windows for airing a room),Russian slang for Windows operating system.
RU,фотожоп(а),Photoshop (a software for editing images),"A photoshopped or heavily edited image, often manipulated in a humorous or obvious way."
RU,фраер,A naive or inexperienced man; a simpleton.,A person who is not part of the criminal underworld; an outsider or uninitiated individual.
RU,фтему,Relevant; appropriate; on topic.,On point; spot on; relevant and cool.
RU,фуфло толкать,To push something (literally).,To bullshit
RU,хавать,To eat.,"To chow down, to scarf (food)."
RU,халява,"Profit, gain obtained without effort or by chance.",Freebie; something gotten for free or with no effort.
RU,халява,freebie; something obtained for free,Freebie; something obtained without effort or for free.
RU,халяву (на ~),Freebie; something obtained without payment or effort.,"For free, without effort."
RU,халявщик,A person who receives something without payment or effort.,Freeloader
RU,хана,Khan (a title for a ruler or leader among certain Asian peoples),"Screwed, done for, doomed."
RU,харево,Food,"Sex, intercourse."
RU,харить,To fry.,"To fuck, have sex, screw."
RU,харч,Provisions; food supplies.,"Grub, food."
RU,харчеваться,To eat at an inn or tavern; to dine at a cheap eatery.,"To grab a bite, to chow down."
RU,харя,Muzzle,Mug.
RU,хата,A peasant's hut or cottage.,"Pad, crib, place (meaning: house or home)"
RU,хачик,"Khachik is an Armenian male given name meaning ""small cross,"" and is the diminutive form of Khachatur.",An insulting term for people from the Caucasus region.
RU,хер с ним (ней),Penis,The hell with him (her).
RU,херово,Of or relating to the male genital organ.,Shitty.
RU,ХЗ,I don't know.,No fucking idea.
RU,хитрая жопа,Clever buttocks,Smart ass.
RU,хитрожопый,Cunning.,Clever bastard.
RU,хитрую жопу (на каждую ~ есть хуй винтом),A cunning or sly person.,A cunning smart-ass
RU,хлебало,Loaf of bread,Mug; face (rude/slang)
RU,хобот,Trunk (of an elephant or similar animal),"Prick, penis"
RU,холодрыга,Cold.,Freezing cold.
RU,хомячить,To hoard (like a hamster).,"To chow down, to scarf (food)."
RU,хоть бы хуй,At least a penis.,Don’t give a fuck.
RU,хохлятский,Ukrainian (adjective),"Ukrainian (derogatory or mocking, relating to Ukraine or Ukrainians)"
RU,хохол,Tuft of hair,A derogatory term for a Ukrainian person.
RU,хрен,Horseradish,Dick
RU,хреначить,To chop finely,To beat the crap out of someone
RU,хреново,Horseradish (a type of plant/root).,Shitty.
RU,хреновый,Horseradish-related,Lousy
RU,хренота,Nonsense; rubbish; something of little value.,Some random crap that’s not worth bothering about.
RU,хренотень,Horseradish plant or product made from horseradish.,"Thingamajig, some random worthless thing."
RU,хрень,Nonsense,"Unidentified thing, stuff, or crap."
RU,хрумкать,To crunch.,"To munch, to eat (especially something crunchy)."
RU,хрусты,Crackers,"Money, bills (“crackling ones”)"
RU,хряпать,To hit hard; to strike.,To knock back (food or drink); to scarf down.
RU,хряпать,"To gobble (down), to eat (quickly or greedily).",To knock back (a drink)
RU,хуева туча,A huge number.,A shitload.
RU,хуевато,Penis-like,Kinda shitty; not great.
RU,хуёвничать,"To behave badly or act in a rude, disrespectful manner.",To screw around doing pointless stuff.
RU,хуёвый,Of poor quality; bad.,"Fucked-up, shitty, crappy, really bad."
RU,хуеглот,Cocksucker,A contemptible or worthless person; loser.
RU,хуеглот,Penis swallower,"Dumbass; passive homosexual (literally ""dick sucker"")."
RU,хуём-буём,Penis and nonsense.,Out of the blue.
RU,хуй (в ~ не дует),Penis,Doesn’t give a fuck.
RU,хуй (за ~),Penis,"Why? (see ""na khuy"", ""na khuya"")"
RU,хуй (на ~ послать),Penis,To tell someone to fuck off.
RU,хуй (на ~ сесть),Penis,To be screwed; to be in deep shit.
RU,хуй (на ~ сесть),Penis,To be out of luck; to be exhausted.
RU,хуй (по ~),Penis,I don’t give a fuck.
RU,хуй (сосать ~),Penis,"A blunt dismissal or insult, telling someone to ""suck dick"" as a way of rejecting or shutting them down."
RU,хуй (через ~ кинуть),Penis,To rip off
RU,хуй в рот (жопу),Penis in mouth (ass),No fucking way.
RU,хуй важный,Penis (vulgar),Big shot; someone who thinks they're important; the boss.
RU,хуй важный,Penis (vulgar),Big shot; someone who thinks too highly of themselves.
RU,"хуй забить, положить",Penis,To not give a fuck; to not care; to ignore.
RU,хуй знает что,"Penis knows what; (literal: ""who the hell knows what"")",God knows what; some random shit.
RU,хуй знает что,Something unknown or unclear.,Some random shit.
RU,хуй не стоит,The penis is not erect.,Not interested; doesn’t excite or turn someone on.
RU,хуй немытый,Unwashed penis,"A filthy, disgusting person."
RU,хуи пинать,Penises,To slack off; to loaf around; to do nothing productive.
RU,хуй с ним,Penis,The hell with him.
RU,хуй собачий (ни за ~),Dog's penis,"For nothing, for no reason, in vain (often implying something worthless or pointless)."
RU,хуй тебе за щеку!,Penis,Go fuck yourself!
RU,хуй тебе на постном масле!,Penis,No fucking way!
RU,хуйнёй страдать,To suffer from nonsense.,"To mess around doing nothing, to waste time on nonsense."
RU,хуйню спороть,"To rip off something sewn (e.g., to unpick stitches).",To talk bullshit.
RU,хуйня,Penis,Crap; bullshit; worthless stuff.
RU,хуйня,Penis,"A thingamajig, whatchamacallit; a problem or mess."
RU,хую (на ~ вертеть),Penis,To not give a fuck about something.
RU,хуя (всего ни ~),Penis,Jack shit
RU,хуя (всего ни ~),penis,nothing
RU,хуя (до ~),Penis,"A shitload, a fuckton, a huge amount."
RU,хуя (какого ~?),penis,What the fuck do you want?
RU,хуя (какого ~?),penis,What the fuck for?
RU,хуя (ни ~ себе),Penis,No fucking way!
RU,хуя (ни ~),Penis,No way!
RU,хуя (ни ~),Penis,Nothing.
RU,хуя? (на ~),penis,What the fuck for? Why the fuck?
RU,хуярить,"To hit hard, to strike, to beat.",To haul ass; to go fast; to speed.
RU,хуячить,To hit hard; to strike forcefully.,To haul ass; to go somewhere fast; to rush.
RU,цацки,"Trinkets, knick-knacks, toys.","Bling, flashy jewelry"
RU,целинник,Virgin land settler; a participant in the Virgin Lands campaign (someone who developed or worked on previously untilled land in the Soviet Union).,Man who sleeps with a virgin; deflowerer.
RU,целка,Hymen,Virgin (referring only to a female)
RU,целочник,"A person who receives full marks or perfect scores (e.g., in exams).",Prisoner convicted of rape
RU,целочник,A person who receives only top marks (straight-A student).,Male virgin.
RU,цыпка,Chick (young bird),Attractive young woman — “chick”.
RU,чалить,To serve time (in prison),To have sex.
RU,чалка,Mooring rope; hawser,"Slut, easy lay"
RU,чалка,Mooring rope,"Whore, prostitute."
RU,чвакнуться,To make a squelching or smacking sound.,To make out.
RU,чё,What,"What (slang, informal for ""what"", ""huh"", or ""wha?"")"
RU,чекушка,A small bottle or container.,A quarter-liter bottle of vodka (about 250 ml).
RU,чел,"Person, human being","Dude, guy."
RU,червонец,"A gold coin of high value, originally used in Russia and other Eastern European countries.",A ten-rouble note; a tenner.
RU,чёрная дырка,Black hole,Arsehole (“black hole”).
RU,черножопый,Black-ass,"A highly offensive racial slur for a dark-skinned person, especially someone from the Caucasus region."
