lang,slang,conv_def_en,conv_def,slang_definition,slang_definition_en,vanilla_cos_sim,vanilla_cos_dist,vanilla_euclidean,vanilla_manhattan,trained_cos_sim,trained_cos_dist,trained_euclidean,trained_manhattan
ru,хуище,very large penis,очень большой пенис,"Сленговое выражение, обозначающее очень большой половой член; превосходная степень слова «хуй».","Horsecock, oversized dick. Superlative ofхуй.",0.5485066,0.45149338,0.9502562,20.409832,0.67746115,0.32253885,0.8031673,17.95865
ru,хулиард,a very large number,Очень большое число,"Очень большое число, огромное количество, несколько меньше, чем дохуйярд.","Bloody high figure, a zillion, somewhat less thanдохуярд.",0.5411521,0.45884788,0.95796436,20.148941,0.5058175,0.49418253,0.99416554,22.278994
ru,хухры-мухры,nonsense or trivial things,Бессмысленные или мелкие дела,"Бессмыслица, что-то незначительное, пустяковое.","Nonsense, something worthless.",0.76270473,0.23729527,0.68890536,14.686104,0.74346024,0.25653976,0.7162958,15.891951
ru,хую (на ~ вертеть),penis,пенис,"Игнорировать что-либо, не обращать внимания.",To ignore something — literally to let something turn on the penis.,0.6685186,0.3314814,0.8142253,17.08516,0.5504199,0.44958007,0.94824064,21.319378
ru,хуя (всего ни ~),dick,пенис,"Очень мало, практически ничего.","Very little,",0.2343926,0.7656074,1.2374227,26.052702,0.4369902,0.5630098,1.0611408,23.572666
ru,хуя (всего ни ~),dick,пенис,"Очень мало, практически ничего.","Very little,",0.2343926,0.7656074,1.2374227,26.052702,0.4369902,0.5630098,1.0611408,23.572666
ru,хуя (до ~),a vulgar term for the male genital organ,мужской половой орган,"Очень много, огромное количество, очень большое число.","A lot, a fucking lot, a shitload. Sometimes emphasised asдо хуища.",0.3462636,0.6537364,1.1434478,24.358723,0.48353338,0.5164666,1.0163333,22.356186
ru,хуя (какого ~?),What kind of dick?,Какой пенис?,"Выражение, используемое для выражения удивления или недоумения, примерно означающее «Что ты хочешь?» или «Почему так?».",What do you want?,0.14599156,0.85400844,1.3069112,27.66865,0.23501143,0.76498854,1.2369224,27.825466
ru,хуя (какого ~?),What kind of dick?,Какой пенис?,"Выражение, используемое для выражения удивления или недоумения, примерно означающее «Что ты хочешь?» или «Почему так?».",What do you want?,0.14599156,0.85400844,1.3069112,27.66865,0.23501143,0.76498854,1.2369224,27.825466
ru,хуя (ни ~ себе),penis,пенис,"Восклицание, выражающее удивление или изумление.",Exclamation of surprise — I say! Blimey!,0.19957505,0.80042493,1.265247,27.342522,0.0117268935,0.9882731,1.405897,31.095358
ru,хуя (ни ~),phallus,пенис,"Выражение, используемое для категорического отрицания или несогласия, означающее «никак», «совсем нет».",No way! (different opinions);,0.0827411,0.9172589,1.3544438,28.751804,0.2752073,0.7247927,1.2039874,26.575882
ru,хуя (ни ~),phallus,пенис,"Выражение, используемое для категорического отрицания или несогласия, означающее «никак», «совсем нет».",No way! (different opinions);,0.0827411,0.9172589,1.3544438,28.751804,0.2752073,0.7247927,1.2039874,26.575882
ru,хуя? (на ~),What?,Что?,"Зачем? Почему? (используется в разговорной речи, часто с грубым оттенком)",What for? Why? seeна хуй.,0.5913116,0.40868843,0.904089,19.510805,0.51294774,0.48705226,0.9869672,21.687735
ru,хуяк!,sound of a sudden impact,внезапный ударный звук,"ругательное слово, обозначающее быстрое и легкое выполнение действия.",Expletive noting the fast and easy execution of an action.,0.2892035,0.7107965,1.1923057,25.717533,0.53330153,0.46669847,0.9661247,21.400864
ru,хуякнуть,to hit or strike suddenly,внезапный удар или столкновение,"Сделать что-то резко, кардинально или эффектно (например, резко сменить длинные волосы на короткие, сделать татуировку и т.п.).","To hit, to do something drastic or spectacular (e.g. switch from a long to a short hair style, get a tattoo…).",0.48554212,0.5144579,1.0143548,21.30972,0.5688859,0.43111408,0.92856234,20.63106
ru,хуякнуться,to hit oneself,ударять себя,"Резко упасть, рухнуть с большой силой.",To fall.,0.46683198,0.533168,1.0326356,21.44299,0.6926528,0.30734718,0.7840245,17.735502
